id,y,city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,six_optial_mp_num,six_optial_mp_avg_amt,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3
153.0,0.0,84.0,0.0,54.0,68.0,16500.0,0.998479394,15651.16,831.0,6.0,14134.55,0.0,0.0,1.696146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,76.0,29.0,11.0,208950.89,100898.19,49541.42,16474.91,1.055307525,1.019173636,1.000836768
160.0,0.0,38.0,0.0,48.0,4.0,8000.0,1.001,7525.99,9999.0,4.0,8042.05,0.0,0.0,1.122146512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,24000.0,24000.0,16000.0,8000.0,0.75,0.75,0.666666667
171.0,0.0,111.0,2.0,27.0,12.0,20000.0,0.1190045,1730.04,4.0,6.0,14386.37,1.0,18207.47,2.3018192,5.0,0.0,0.0,1.0,0.0,1517.29,0.0,114.0,46.0,34.0,9.0,43983.16,5296.26,3662.7,862.8,0.199923455,0.0441355,0.061045
172.0,0.0,1.0,2.0,32.0,88.0,22500.0,0.076132,17118.61,9999.0,6.0,15252.2,0.0,0.0,3.210989474,6.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,82.0,57.0,25.0,22364.72,5859.86,3399.14,1911.97,0.082832296,0.04340637,0.05035763
174.0,0.0,35.0,0.0,50.0,6.0,24500.0,0.486117551,10295.15,9999.0,6.0,11112.36,0.0,0.0,0.614508387,0.0,0.0,0.0,3.0,2.0,1114.83,2000.0,20.0,20.0,11.0,3.0,72298.88,72298.88,37018.0,10837.0,0.663292477,0.663292477,0.57840625
190.0,0.0,16.0,0.0,36.0,2.0,15000.0,0.231433333,3297.92,9999.0,2.0,2487.75,0.0,0.0,0.489393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,9.0,4975.5,4975.5,4975.5,3471.5,0.16585,0.16585,0.16585
192.0,0.0,1.0,1.0,49.0,1.0,5000.0,0.608258,2737.16,9999.0,1.0,3106.29,0.0,0.0,0.321340345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,541.29,541.29,541.29,541.29,0.108258,0.108258,0.108258
193.0,0.0,1.0,2.0,40.0,7.0,20000.0,0.130087,2471.65,9999.0,6.0,1379.92,0.0,0.0,0.111885405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,167.0,100.0,40.0,9807.94,9655.44,5281.04,2593.74,0.070056714,0.080462,0.088017333
197.0,0.0,120.0,2.0,24.0,7.0,30000.0,0.792308667,22003.23,88.0,6.0,14625.32,1.0,5223.1,1.096899,1.0,0.0,0.0,1.0,0.0,435.26,0.0,23.0,23.0,12.0,6.0,86805.0,86805.0,63707.0,23334.0,0.5787,0.5787,0.707855556
201.0,0.0,26.0,0.0,45.0,8.0,3000.0,1.08,1995.0,9999.0,6.0,1062.0,0.0,0.0,0.2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,5.0,4.0,8875.0,5875.0,3540.0,3240.0,0.422619048,0.326388889,0.393333333
204.0,0.0,0.0,0.0,32.0,5.0,50000.0,0.257447,0.0,9999.0,5.0,10773.58,0.0,0.0,0.621552692,3.0,0.0,0.0,12.0,0.0,6432.17,0.0,18.0,18.0,1.0,1.0,80901.9,80901.9,21000.0,21000.0,0.3236076,0.3236076,0.14
206.0,0.0,132.0,2.0,31.0,14.0,40000.0,0.043665,1659.27,211.0,6.0,6885.83,0.0,0.0,0.598767826,0.0,0.0,0.0,1.0,0.0,1106.45,0.0,165.0,91.0,53.0,9.0,120656.05,50399.86,42222.01,1956.6,0.28727631,0.209999417,0.351850083
211.0,0.0,35.0,0.0,51.0,95.0,60000.0,0.0002,0.0,18.0,6.0,9206.43,1.0,56423.88,0.5523858,1.0,0.0,0.0,1.0,0.0,4701.99,0.0,12.0,2.0,2.0,0.0,60089.0,59400.0,59400.0,0.0,0.083456944,0.165,0.33
213.0,0.0,51.0,2.0,23.0,2.0,45000.0,0.241250222,10277.38,9999.0,2.0,5806.82,0.0,0.0,0.6968184,1.0,0.0,0.0,1.0,0.0,356.02,0.0,4.0,4.0,4.0,3.0,11568.29,11568.29,11568.29,7296.09,0.128536556,0.128536556,0.128536556
220.0,0.0,95.0,0.0,34.0,12.0,30000.0,0.416933333,28046.18,9999.0,6.0,16923.57,0.0,0.0,1.0154142,0.0,0.0,0.0,2.0,0.0,2146.67,0.0,20.0,9.0,5.0,2.0,183052.0,124447.0,71100.0,12500.0,0.508477778,0.691372222,0.79
224.0,0.0,84.0,0.0,34.0,86.0,12000.0,0.291666667,0.0,9999.0,6.0,23173.71,0.0,0.0,4.713296949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233.0,0.0,1.0,0.0,25.0,5.0,8000.0,0.98596,7493.3,9999.0,5.0,3188.43,0.0,0.0,0.287677895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,12.0,15947.16,15947.16,15442.83,7879.68,0.469034118,0.469034118,0.701946818
234.0,0.0,1.0,0.0,33.0,21.0,20000.0,1.0006,18979.73,9999.0,6.0,19264.51,0.0,0.0,0.262697864,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,100000.0,100000.0,40000.0,20000.0,0.416666667,0.833333333,0.666666667
237.0,0.0,132.0,1.0,40.0,3.0,8000.0,0.25349,7507.53,9999.0,3.0,7334.86,0.0,0.0,0.4400916,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,6519.74,6519.74,6519.74,0.0,0.271655833,0.271655833,0.271655833
241.0,0.0,121.0,0.0,29.0,15.0,22500.0,0.591938667,11966.86,254.0,6.0,4299.26,0.0,0.0,0.5159112,1.0,0.0,0.0,2.0,0.0,2250.32,0.0,86.0,60.0,25.0,9.0,70447.91,47963.19,28740.05,12597.46,0.26837299,0.355282889,0.425778519
244.0,0.0,104.0,0.0,30.0,10.0,3000.0,1.053376667,2850.0,9999.0,6.0,2334.6,0.0,0.0,0.35019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,45.0,20.0,6.0,29632.94,18568.23,11132.33,3152.13,0.987764667,1.031568333,1.236925556
245.0,0.0,89.0,0.0,26.0,10.0,21000.0,0.081627143,1375.5,181.0,6.0,726.2,0.0,0.0,0.043572,3.0,0.0,0.0,3.0,0.0,242.09,0.0,41.0,9.0,4.0,3.0,7196.1,2187.95,1555.25,1483.25,0.037479688,0.017364683,0.024686508
255.0,0.0,113.0,0.0,24.0,14.0,8000.0,0.9885,7512.6,9999.0,6.0,4512.8,0.0,0.0,1.746890323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,12.0,1.0,43650.54,36541.62,25387.28,7900.0,0.709764878,0.9744432,1.057803333
257.0,0.0,36.0,0.0,36.0,23.0,7000.0,0.04471,19.0,228.0,6.0,1479.22,0.0,0.0,0.986146667,6.0,0.0,0.0,2.0,1.0,310.77,1250.0,3.0,0.0,0.0,0.0,278.5,0.0,0.0,0.0,0.003315476,0.0,0.0
259.0,0.0,1.0,2.0,49.0,71.0,9000.0,0.069163333,591.35,9999.0,6.0,1194.24,0.0,0.0,0.188564211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,8.0,3.0,21670.92,9051.37,7722.77,622.47,0.200656667,0.167617963,0.286028519
263.0,0.0,5.0,2.0,21.0,2.0,5000.0,0.255624,0.0,9999.0,2.0,606.4,0.0,0.0,0.102490141,0.0,0.0,0.0,4.0,0.0,411.13,0.0,8.0,8.0,8.0,3.0,5655.46,5655.46,5655.46,721.96,0.565546,0.565546,0.565546
274.0,0.0,0.0,0.0,28.0,13.0,2500.0,1.0,2288.13,9999.0,6.0,898.92,0.0,0.0,0.179784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,1.0,12410.31,6475.3,4480.0,2500.0,0.486678824,0.479651852,0.597333333
277.0,0.0,1.0,2.0,36.0,58.0,66500.0,0.179398496,6328.41,9999.0,6.0,10022.33,0.0,0.0,1.541896923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,66.0,25.0,10.0,357595.23,155851.61,40240.0,11930.0,0.465618789,0.390605539,0.201704261
278.0,0.0,112.0,0.0,27.0,18.0,2000.0,0.536485,1450.69,172.0,6.0,735.95,0.0,0.0,0.220785,1.0,0.0,0.0,1.0,0.0,64.21,0.0,7.0,4.0,1.0,0.0,4411.98,1284.98,700.0,0.0,0.1838325,0.107081667,0.116666667
279.0,0.0,30.0,2.0,28.0,15.0,8000.0,1.0344125,7488.58,9999.0,6.0,6657.64,0.0,0.0,0.34436069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,67.0,43.0,13.0,90624.53,47818.92,24320.47,8267.3,0.944005521,0.9962275,1.013352917
281.0,0.0,9.0,0.0,29.0,17.0,100000.0,0.07125,0.0,34.0,6.0,41152.11,1.0,85500.0,2.4691266,1.0,0.0,0.0,1.0,0.0,7125.0,0.0,62.0,28.0,4.0,0.0,507422.7,270124.1,90000.0,0.0,0.517778265,0.450206833,0.3
282.0,0.0,114.0,0.0,30.0,12.0,11000.0,0.348104545,0.0,30.0,6.0,4477.79,3.0,3821.156667,0.5373348,1.0,0.0,0.0,4.0,0.0,1208.51,0.0,335.0,83.0,41.0,0.0,72349.42,18748.09,7490.62,0.0,0.669902037,0.312468167,0.226988485
284.0,0.0,118.0,2.0,24.0,11.0,7500.0,0.1144,0.0,9999.0,6.0,1547.95,0.0,0.0,0.290240625,2.0,0.0,0.0,4.0,0.0,1260.67,0.0,12.0,6.0,3.0,1.0,21946.2,14079.0,11760.0,4000.0,0.311293617,0.34762963,0.522666667
287.0,0.0,68.0,0.0,43.0,74.0,11250.0,0.460733333,4924.09,9999.0,6.0,3843.81,0.0,0.0,0.1153143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,40.0,19.0,7.0,43241.91,26906.65,11393.85,5183.25,0.388255084,0.46896122,0.375106173
289.0,0.0,95.0,2.0,30.0,3.0,3000.0,0.170466667,485.83,9999.0,3.0,536.77,0.0,0.0,0.0644124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,5.0,2440.86,2440.86,2440.86,511.4,0.271206667,0.271206667,0.271206667
291.0,0.0,89.0,0.0,30.0,5.0,30000.0,0.044384667,1264.96,9999.0,4.0,5705.12,0.0,0.0,0.285256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,24.0,8.0,22827.85,22827.85,6477.95,1331.54,0.190232083,0.190232083,0.071977222
303.0,0.0,131.0,0.0,37.0,7.0,24500.0,0.43126,9495.25,170.0,6.0,6361.99,0.0,0.0,0.727084571,0.0,0.0,0.0,1.0,0.0,570.87,0.0,19.0,13.0,7.0,1.0,48031.42,40820.44,32237.0,9987.0,0.359785918,0.344476287,0.438598639
316.0,0.0,1.0,2.0,30.0,74.0,21000.0,0.229983333,18008.15,350.0,6.0,16659.61,0.0,0.0,0.713983286,6.0,0.0,0.0,1.0,0.0,1739.29,0.0,108.0,71.0,41.0,12.0,20119.77,10511.77,5437.07,1461.09,0.079840357,0.083426746,0.086302698
335.0,0.0,121.0,0.0,33.0,7.0,2000.0,0.28935,549.29,9999.0,6.0,703.29,0.0,0.0,0.05274675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,10.0,5.0,6872.76,4885.76,1103.04,578.7,0.490911429,0.407146667,0.18384
337.0,0.0,38.0,0.0,29.0,7.0,45000.0,1.096933111,42700.99,9999.0,6.0,38044.28,0.0,0.0,2.2826568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,113.0,61.0,23.0,369160.1,296776.25,140421.94,49361.99,1.171936825,1.099171296,1.040162519
338.0,0.0,1.0,2.0,37.0,57.0,38000.0,0.124221316,4674.39,9999.0,6.0,5608.45,0.0,0.0,0.640965714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,162.0,80.0,23.0,93512.83,46409.0,20358.14,4920.41,0.196455525,0.203548246,0.178580175
340.0,0.0,132.0,0.0,29.0,12.0,39000.0,0.071650256,0.0,26.0,6.0,22356.96,1.0,30090.13,1.42704,5.0,0.0,0.0,1.0,2.0,2507.51,1500.0,29.0,8.0,3.0,0.0,42606.5,12035.0,1204.0,0.0,0.113617333,0.053488889,0.010290598
341.0,0.0,1.0,0.0,35.0,3.0,50000.0,0.4598892,21844.58,9999.0,3.0,7799.9,0.0,0.0,0.423523982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,23399.86,23399.86,23399.86,22994.46,0.155999067,0.155999067,0.155999067
345.0,0.0,78.0,2.0,26.0,47.0,60500.0,0.037799504,1589.36,648.0,6.0,36228.78,2.0,13881.145,2.8983024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,22.0,4.0,132518.2,132518.2,59344.9,2286.87,0.547595868,0.547595868,0.326969146
349.0,0.0,88.0,2.0,27.0,23.0,7500.0,0.415310667,6761.69,668.0,6.0,6204.48,0.0,0.0,2.481792,0.0,0.0,0.0,0.0,2.0,0.0,333.33,53.0,27.0,12.0,4.0,42352.1,22076.0,9000.0,3000.0,0.470578889,0.490577778,0.4
350.0,0.0,1.0,2.0,24.0,22.0,7500.0,0.285133333,1982.07,9999.0,6.0,4857.14,0.0,0.0,3.238093333,4.0,0.0,0.0,0.0,2.0,0.0,1333.33,72.0,36.0,27.0,11.0,12855.01,6617.76,4162.88,2086.39,0.142833444,0.147061333,0.185016889
352.0,0.0,121.0,0.0,40.0,55.0,170000.0,0.293562765,39535.25,81.0,6.0,43699.47,1.0,99428.04,1.3109841,3.0,0.0,0.0,1.0,0.0,8285.67,0.0,29.0,24.0,10.0,2.0,244465.09,238775.2,42925.4,41600.0,0.119835828,0.234093333,0.084167451
355.0,0.0,19.0,0.0,36.0,55.0,200000.0,0.30517165,38327.01,49.0,6.0,48762.19,2.0,47444.51,1.9504876,0.0,0.0,0.0,3.0,0.0,16412.45,0.0,60.0,27.0,15.0,4.0,686619.51,250713.4,87369.39,40320.4,0.286091463,0.208927833,0.14561565
356.0,0.0,89.0,0.0,32.0,5.0,15000.0,0.982933333,14005.85,9999.0,5.0,14643.2,0.0,0.0,1.141028571,0.0,0.0,0.0,3.0,0.0,842.75,0.0,28.0,28.0,14.0,5.0,77321.0,77321.0,47676.0,14744.0,1.030946667,1.030946667,1.059466667
360.0,0.0,63.0,0.0,41.0,15.0,2500.0,2.199736,1355.81,9999.0,5.0,1260.48,0.0,0.0,0.225757612,0.0,0.0,0.0,1.0,1.0,70.67,83.33,105.0,105.0,77.0,22.0,26121.3,26121.3,19106.5,5358.0,2.176775,2.176775,2.547533333
364.0,0.0,75.0,0.0,30.0,17.0,50000.0,0.7431728,34614.99,9999.0,6.0,18150.77,0.0,0.0,1.177347243,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,4.0,2.0,101751.24,101460.0,71440.0,36460.0,0.1695854,0.3382,0.476266667
369.0,0.0,0.0,0.0,38.0,6.0,20000.0,0.95575,18159.25,9999.0,6.0,15565.0,0.0,0.0,1.2452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,16.0,3.0,93397.0,93397.0,56939.0,19107.0,0.778308333,0.778308333,0.948983333
371.0,0.0,102.0,2.0,27.0,83.0,7500.0,0.040573333,5874.07,9999.0,6.0,5439.09,0.0,0.0,2.175636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,12.0,4.0,7530.12,1518.22,1489.22,304.3,0.083668,0.033738222,0.066187556
375.0,0.0,13.0,0.0,53.0,78.0,102000.0,0.493137255,47784.89,9999.0,6.0,11471.04,0.0,0.0,0.55060992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,80300.0,80300.0,80300.0,50300.0,0.15745098,0.288848921,0.441208791
376.0,0.0,36.0,2.0,20.0,1.0,2000.0,0.8,1440.0,9999.0,1.0,1600.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1600.0,1600.0,1600.0,1600.0,0.8,0.8,0.8
377.0,0.0,126.0,0.0,34.0,12.0,4500.0,1.033333333,4217.12,9999.0,6.0,3763.26,0.0,0.0,0.3010608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,3.0,1.0,54169.07,27099.07,13635.0,4650.0,1.003130926,1.003669259,1.01
378.0,0.0,42.0,0.0,28.0,15.0,19500.0,0.387445128,7.58,43.0,6.0,6463.6,1.0,10324.59,0.96954,4.0,0.0,0.0,4.0,0.0,2143.72,0.0,12.0,4.0,1.0,1.0,34618.0,14690.0,6400.0,6400.0,0.147940171,0.125555556,0.109401709
402.0,0.0,78.0,0.0,32.0,4.0,20000.0,1.0573135,16763.16,9999.0,4.0,16610.58,0.0,0.0,2.214744,0.0,0.0,0.0,0.0,3.0,0.0,1583.33,30.0,30.0,26.0,2.0,55347.63,55347.63,38019.9,20925.0,0.691845375,0.691845375,0.633665
403.0,0.0,72.0,0.0,38.0,66.0,46000.0,0.0,9897.3,1005.0,6.0,52763.45,0.0,0.0,1.6884304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405.0,0.0,55.0,0.0,24.0,2.0,15000.0,0.433866667,5702.28,9999.0,2.0,5995.6,0.0,0.0,0.479648,0.0,0.0,0.0,1.0,0.0,500.0,0.0,4.0,4.0,4.0,2.0,16900.0,16900.0,16900.0,6000.0,0.563333333,0.563333333,0.563333333
